"word","cat","Biology","Drama","Fiction","History","Music","Poetry"
4040,"Music",0.0175207794933301,0.0241472517850464,0.24379297122803,0.228293788941462,0.189683382029566,0.296561826522565
21871,"History",0.0051451060266339,0.00985653697882919,0.737227859630197,0.0647682985279735,0.146926685116855,0.0360755137195116
18356,"History",0.000109354235661607,0.993440891506604,0.00507725341136235,0.000484659964024352,0.000406543520510214,0.000481297361837162
28537,"Fiction",0.00247898681636586,0.626177777372933,0.16359963531768,0.035884919722781,0.0755922327303345,0.0962664480399049
11857,"Poetry",0.0130673542386794,0.00785659498728758,0.213589432537409,0.194011963263346,0.235278017352613,0.336196637620665
3853,"Fiction",0.0167128046288481,0.00319550934506309,0.325707317688137,0.246657044065642,0.157762695850047,0.249964628422262
15569,"Fiction",0.0445555006045587,0.00933562694666636,0.0573801731215824,0.156925969741213,0.0808883639943891,0.650914365591591
37298,"Music",0.000158870686748415,0.00046781284786948,0.00127587230538359,0.00288446511035431,0.993072502244964,0.00214047680468039
7986,"Drama",0.0112908229511095,0.00980210584087802,0.553915011450057,0.124831739123819,0.129100626661254,0.171059693972882
4906,"Drama",1.48192384558012e-12,0.99999308024335,6.91973601812863e-06,1.6436191399413e-15,1.71502235416607e-13,1.89769681233245e-11
20139,"Music",7.20697540189729e-13,2.77935422117096e-14,1.52138703754041e-13,9.89478861896024e-13,0.999999999997768,3.41841341930996e-13
14777,"History",0.000354107388036404,5.11974652344703e-05,0.353044803818027,0.645192231018506,0.000294843041779581,0.00106281726841725
22297,"Fiction",0.00226132106618204,0.162814939629398,0.491609003871472,0.0148539364220978,0.00664808822756912,0.321812710783281
6447,"Drama",0.00364839997051099,0.131905988861857,0.00159848256390959,0.0237120286572618,0.0201495549134884,0.818985545032973
12188,"Fiction",0.0131869635031434,0.00306680834965999,0.290782281650409,0.207194779463957,0.204830689905823,0.280938477127008
15134,"Fiction",0.177362637478704,0.00236284192106518,0.0693438508097173,0.59791792837018,0.0502739897407932,0.10273875167954
23972,"Poetry",0.00998247275445981,0.0940897255480118,0.216660321354188,0.137922238397839,0.278601868593703,0.262743373351798
4921,"Poetry",0.0037150753010695,0.001023503534842,0.294020600096165,0.0196165112983774,0.564256729896644,0.117367579872903
10501,"Music",0.0149965006492029,0.00357148813151563,0.259316884507246,0.217051820706316,0.177274196470281,0.327789109535438
4188,"History",0.00164422113198281,0.0989274194858124,0.0245249616190025,0.85290486914621,0.00461104554761158,0.0173874830693805
7520,"Fiction",0.0037987342937862,0.00429741663291785,0.814548354576123,0.0803484248167414,0.0646559749560972,0.0323510947243345
26477,"Music",0.00749548384591157,0.0011546069152903,0.00844846957891861,0.0224333148274013,0.396475367390998,0.56399275744148
23046,"Drama",2.38368553583114e-23,1,9.46058352918131e-25,3.64364794606028e-28,6.72776950294688e-28,5.46909243671049e-22
18842,"Poetry",0.0168699211745771,0.0521904830157348,0.158898071134364,0.211163396245627,0.147603736556668,0.41327439187303
9813,"History",0.00318164373554936,0.000443256032543713,0.00774394122290971,0.971998146208464,0.00373450632793484,0.0128985064725985
17548,"Poetry",0.011395083525999,0.00503686382699218,0.0866050504176254,0.344943215076244,0.4436542571164,0.108365530036739
15629,"Drama",7.36300598207844e-05,0.607604504344917,0.00281356672046174,0.0516580972625144,0.337594730920358,0.000255470691928497
20225,"Drama",0.00271909495880035,0.0126268817039233,0.0874962428538732,0.0913963070377225,0.781950470980973,0.023811002464708
18182,"Fiction",0.00164815687888211,0.0033149287038893,0.917194527557612,0.0506691286584948,0.0133271766275006,0.0138460815736213
17917,"History",0.0223076622636793,0.00388183465509812,0.256798618310128,0.314542419261659,0.123466683803651,0.279002781705785
6837,"Music",3.51158183496672e-05,3.62802519607655e-06,1.30147163968408e-06,9.24584678077915e-06,0.999947195855335,3.51298269921281e-06
16896,"Fiction",0.00128677251387901,0.000196561622596194,0.0039005919149316,0.00606573892699646,0.00278151693218561,0.985768818089411
8171,"Poetry",0.013958532993816,0.0132123792918848,0.190743015702692,0.344515823583488,0.12523068221257,0.31233956621555
28660,"Fiction",0.00175482711831171,0.00284289519434305,0.0089150318604498,0.0309149838407172,0.0145875279603322,0.940984734025846
10847,"Drama",9.10690524335965e-27,1,3.75790358102078e-31,7.68895038039019e-30,3.15059764147118e-32,5.13568962914171e-27
16136,"Biology",0.186799179305309,0.00275853526382934,0.160674126365531,0.186618047780273,0.187562402469162,0.275587708815896
13202,"History",0.00872859478829833,0.0110674182967191,0.605273770712671,0.114393194853964,0.0798568933550609,0.180680127993287
10650,"Music",0.014379062449032,0.00332330800753388,0.239015866458925,0.220118109016574,0.184122725108194,0.339040928959741
24800,"Biology",0.999999994825267,8.49071233235973e-12,2.83031742952367e-10,2.3277831666487e-09,6.217114577502e-10,1.93371589387793e-09
2662,"Music",0.000372435892303938,0.000327673646469118,0.925355064786753,0.00140394592260616,0.0663243444094788,0.00621653534238871
21243,"Fiction",0.00512295051283611,0.0141858953871894,0.550698010635047,0.152644444019241,0.099016137399876,0.178332562045811
