"word","cat","nnet.Biology","nnet.Drama","nnet.Fiction","nnet.History","nnet.Music","nnet.Poetry"
20533,"Music",0.0000151215501141472,0.00000214721066941701,0.000000689467970275455,0.00251401448379481,0.996145315316421,0.00132271197103007
2462,"Fiction",0.00674956044802658,1.48510889159424e-15,0.736781432856124,0.0534112604707032,0.00172671560190902,0.201331030623236
6742,"Drama",5.58993123099807e-36,1,5.91879196548699e-36,6.85960429330948e-37,1.62070163666061e-37,1.29126216559499e-37
25711,"Biology",0.84655924903601,0.0000000584285144007547,0.0113407790643672,0.04814882851535,0.00062398832696157,0.0933270966287965
20078,"Music",0.000921855364117177,3.79465944063911e-23,0.924282152527165,0.00271762360487071,0.000204435993055512,0.071873932510792
3602,"Fiction",0.000285649001585568,5.40184751658791e-10,0.996290605758925,0.000512653327120558,0.00000337400736624478,0.00290771736481757
4180,"History",0.0302247438690519,0.0874259821627009,0.208938025909788,0.39840939809575,0.0361932004934972,0.238808649469212
2053,"History",0.0223826423188466,0.0000343701466466745,0.141018651572531,0.33648146853115,0.114476662895055,0.385606204535771
10653,"Music",0.0160540816194515,0.00000668050299532452,0.17480392921823,0.285601507673803,0.126522387795941,0.397011413189579
10850,"Drama",1.60792942404335e-88,1,1.87764706107932e-89,7.70213224760122e-94,4.18748586626609e-97,1.07540304065111e-95
4040,"Music",0.0187697718372937,0.00388053376321208,0.214253990885852,0.275640862448545,0.144792915609049,0.342661925456049
21871,"History",0.00511999910658966,0.00000168656816630248,0.669465997004607,0.0803698788896962,0.0368427511820973,0.208199687248843
18356,"History",0.000207520137798851,0.00956712946085292,0.988787402514825,0.000143904067264587,0.00000871608971027545,0.00128532772954838
28537,"Fiction",0.00195414262254544,9.87555800296015e-10,0.94121078446879,0.00811828941527815,0.00121711833827911,0.0474996641675511
11857,"Poetry",0.0119917906834283,0.00000238974508270184,0.128958849815481,0.26800589628248,0.196373301572135,0.394667771901393
3853,"Fiction",0.018204821980649,0.00000162334360111485,0.146990893717081,0.300855524738749,0.120764292549181,0.413182843670739
15569,"Fiction",0.00777761916762527,0.925288336361078,0.0048111755614805,0.0331604220364886,0.00708696917737802,0.0218754776959494
37298,"Music",0.00000306526294145616,0.00000000908585293567299,0.0000125107145832981,0.00441050251028561,0.992548148344502,0.00302576408183462
7986,"Drama",0.013198029901957,0.000125616837445031,0.552064917100364,0.139692416691165,0.0376194520819965,0.257299567387073
4906,"Drama",1.28689815673352e-17,0.999999999546829,4.53171295188636e-10,8.72265304835907e-21,9.00911267122267e-25,6.06263471220868e-19
20139,"Music",1.06748459432405e-18,1.2649436719796e-26,2.63638825870913e-19,1.15557792142172e-10,0.999999999843675,4.07675071167673e-11
14777,"History",0.0232498189008943,1.13237909761858e-11,0.742613904049838,0.106453674895428,0.000225805761659054,0.127456796380857
22297,"Fiction",0.0010404443209569,2.47479363818545e-10,0.990423975864297,0.00079922829596417,0.0000148886624338031,0.00772146260886923
6447,"Drama",0.0368841664637307,0.00000545104854514026,0.145088111558103,0.211348372704845,0.123644847503767,0.483029050721009
12188,"Fiction",0.0130265184610869,0.0000010120051938641,0.140022867378223,0.27849965705024,0.160847300041385,0.40760264506387
15134,"Fiction",0.185854321126191,0.0000210809753245451,0.0491916676133921,0.390972988336449,0.0241700495429854,0.349789892405658
23972,"Poetry",0.00917498584438804,0.000000361353499253529,0.413746450177189,0.149966188119317,0.0818928308138293,0.345219183691777
4921,"Poetry",0.00371755196483921,2.58445543039545e-18,0.336679656062843,0.0649232940642066,0.0605086155491496,0.534170882358961
10501,"Music",0.0161025161398978,0.0000107463143241405,0.146497209054139,0.293651592093089,0.14904461495781,0.39469332144074
4188,"History",0.0180947286957638,0.351649494964395,0.0970535337720294,0.323041191641832,0.0446563720982986,0.165504678827681
7520,"Fiction",0.00384793372160868,0.0329500798438088,0.890761961512755,0.0233847254630314,0.00237067906987777,0.0466846203889182
26477,"Music",0.00337648887057492,0.0000000123150755898454,0.00654782608874499,0.136605944523164,0.642279135679639,0.211190592522802
23046,"Drama",6.90967127330628e-118,1,7.03834042676493e-120,3.61386455174295e-121,7.24460727035334e-123,7.16077315269307e-125
18842,"Poetry",0.0174976520545744,0.243214626690261,0.158811119927226,0.224928280693341,0.117574697117864,0.237973623516734
9813,"History",0.0420751871356977,0.00000484972496875738,0.0101728484376947,0.62097098559286,0.0660745031937288,0.26070162591505
17548,"Poetry",0.00543412026419156,0.00000000954071803875802,0.0192401731799576,0.246797811554722,0.432960576113499,0.295567309346912
15629,"Drama",0.00160379262346056,9.89132008256418e-10,0.573197347891094,0.0927413811536861,0.113216219661636,0.219241257680992
20225,"Drama",0.0000360775965685,0.000000565306537401446,0.000559547679469541,0.0288910932825195,0.948723875011959,0.0217888411229455
18182,"Fiction",0.00569555183271749,0.000000694034410925084,0.843661197445917,0.0442547202441261,0.00344845617060003,0.102939380272229
17917,"History",0.0266479114818716,0.00000406595228570502,0.14395888127395,0.323022134248531,0.0922285371609791,0.414138469882382
6837,"Music",0.0000221414417238389,0.00000271099260162866,0.00000119982499497826,0.0033047349161564,0.994875055166232,0.00179415765829075
16896,"Fiction",0.083884316879038,1.03224668750661e-10,0.278593054183222,0.158180714405876,0.00803311670508898,0.47130879772355
8171,"Poetry",0.0205069317835426,0.00243430091279946,0.14488368356935,0.343726437316996,0.144492433117361,0.343956213299951
28660,"Fiction",0.0580653981197549,0.0000101731597483248,0.19178679393198,0.27340397080944,0.0436973951948107,0.433036268784267
10847,"Drama",1.07742351235748e-108,1,8.67719394173773e-109,8.19632383164176e-114,7.7319768267567e-117,3.2498956352693e-116
16136,"Biology",0.107136723421386,0.000000779261498962347,0.0976594096285417,0.290930538805985,0.045377038004914,0.458895510877674
13202,"History",0.0119694588942339,0.0000000821608817892733,0.585076208693365,0.108760595508192,0.0208534612765365,0.273340193466792
10650,"Music",0.0134727723083426,0.00000557582323607438,0.138393231862297,0.294998382423475,0.16039553997455,0.392734497608099
24800,"Biology",0.99999872837371,1.03301580943532e-21,0.0000000266086676232312,0.000000148510231887125,9.42468240534769e-14,0.00000109650729605526
2662,"Music",0.000103634015027155,1.77064449198893e-17,0.945506189481922,0.00298822552421247,0.00268549255128441,0.048716458427554
21243,"Fiction",0.0113054189683856,0.000000109882670556781,0.57048293090795,0.116899838128435,0.0257783343801539,0.275533367732405
