"word","cat","nnet.Biology","nnet.Drama","nnet.Fiction","nnet.History","nnet.Music","nnet.Poetry"
4906,"Drama",6.19961118312411e-11,0.999999999937486,1.39832904901597e-20,1.9080383955012e-19,3.06441873139158e-13,2.11734969023038e-13
20139,"Music",2.85723645284736e-11,1.30942909625178e-28,4.3125790711706e-57,1.01836743599462e-31,0.999999999971328,9.95545647117833e-14
14777,"History",9.012842757116e-20,3.43255401661743e-14,0.999994045136617,0.00000595486334624261,2.69332192251292e-17,1.77467312836506e-15
22297,"Fiction",0.00467217445848176,0.247802571136842,0.657881848653651,0.00116298077837469,0.000195566780351989,0.088284858192298
6447,"Drama",0.00328859389507686,0.010066277923645,0.0158344743816443,0.0564165279596892,0.0679598983181664,0.846434227521778
12188,"Fiction",0.00379713811481763,0.0147537083027981,0.0826768755950373,0.290580164802394,0.19892758368611,0.409264529498843
15134,"Fiction",0.000287694748341816,0.000153703265559681,0.9400877333935,0.0416473388405169,0.000566116681977643,0.0172574130701034
23972,"Poetry",0.00134322844061917,0.069957495224648,0.322261958490704,0.350482872425161,0.0593208918998694,0.196633553518998
4921,"Poetry",0.00209917692278132,0.00114935547727826,0.726985986421251,0.0587629018334744,0.0220380888655204,0.188964490479695
10501,"Music",0.00404121125260812,0.0167880516176879,0.118313354872511,0.283168639509485,0.149068668114742,0.428620074632966
4188,"History",0.00000000893770247696221,0.000333281519589203,0.584233832855115,0.415404923472632,0.0000117284561388717,0.0000162247588223491
7520,"Fiction",1.23897055032849e-18,2.24394312938173e-14,0.999999967261524,0.0000000327384476638418,3.14373475397062e-18,6.31357172307708e-15
26477,"Music",0.068803344018586,0.0000454338073158284,3.23252175450914e-11,0.000000247066672966815,0.610723102393205,0.320427872681895
23046,"Drama",4.48106431505084e-10,0.999999999174176,3.68738011108266e-38,1.16254057269457e-25,3.77141528155092e-10,5.75752662834091e-13
18842,"Poetry",0.00729693956250556,0.135928968614879,0.0277921746362437,0.116345473919954,0.169636156596461,0.543000286669957
9813,"History",0.0000322105160277734,0.000221301427825416,3.82203004377614e-10,0.00095287394617166,0.996174292890006,0.00261932083776579
17548,"Poetry",0.00141344661404364,0.00417277176479989,0.00948297308894053,0.303918360838875,0.476226140679649,0.204786307013692
15629,"Drama",0.00000000120463606824825,0.0000590011416875731,0.987313448409647,0.0126261735644986,0.000000368345720539643,0.00000100733381052479
20225,"Drama",0.0000137120476195996,0.000290869847232814,0.000000131838631897964,0.00925691160222936,0.986859668753728,0.00357870591055866
18182,"Fiction",3.96001457618944e-10,0.0000043826458970054,0.996333155290818,0.00366214299400303,0.0000000339968971400463,0.00000028467638291932
17917,"History",0.0021350490019565,0.0102545290833031,0.330070570567796,0.357450914128126,0.0576083809461024,0.242480556272716
6837,"Music",0.140898735970214,0.00000000161896454791605,1.48117458891795e-22,7.00252886968786e-15,0.856270676453049,0.00283058595776531
16896,"Fiction",0.0476490754816373,0.000634878058780185,0.000314324709765683,0.0000522586514898485,0.00323924197069227,0.948110221127635
8171,"Poetry",0.00241616012374965,0.0481376284870889,0.123716110008586,0.403187164885415,0.118292266162244,0.304250670332917
28660,"Fiction",0.0100303139982389,0.00455932680025555,0.0723008801811477,0.00787485709846989,0.00938060979279127,0.895854012129097
10847,"Drama",5.67633571362177e-14,0.9999999999995,1.12517166409788e-32,1.4492079082709e-22,4.39242204173208e-13,4.04574812838496e-15
16136,"Biology",0.0730439544774073,0.00261611406066499,0.00126830499458834,0.00305483139261138,0.0991120558690346,0.820904739205693
13202,"History",0.0000246340389786423,0.00287979225390385,0.871477416642628,0.119114980447982,0.000945801700581467,0.00555737491592665
10650,"Music",0.00466687067063653,0.0156740259357784,0.0640051590729134,0.243152565408878,0.199458533193377,0.473042845718417
24800,"Biology",0.999999941798667,2.11162957058303e-19,5.46996923599593e-30,1.52611068682896e-29,5.99661744001819e-13,0.0000000582007334289034
2662,"Music",4.15339681393092e-13,3.46895343349308e-10,0.999940143285011,0.0000598553829085328,3.96362078556741e-11,9.45133573264642e-10
21243,"Fiction",0.000872491389716917,0.0898763921461258,0.118611457835719,0.533212168239451,0.118671341967939,0.138756148421049
